0,0,0,0,0
36434,28.6,-85.3,Unspecified,Ocean
36435,28.8,-84.4,Unspecified,Ocean
36436,28.8,-84.0,Unspecified,Ocean
36437,28.8,-83.8,Unspecified,Ocean
36438,28.6,-83.9,Unspecified,Ocean
36439,28.6,-84.2,Unspecified,Ocean
36440,28.9,-84.8,Unspecified,Ocean
36441,29.4,-85.9,Unspecified,Ocean
36442,29.7,-87.3,Unspecified,Ocean
36443,30.2,-88.8,Unspecified,Ocean
36444,30.4,-89.2,Harrison County,Mississippi
36445,31.0,-90.4,Pike County,Mississippi
36446,31.9,-91.8,Catahoula Parish,Louisiana
36447,32.4,-92.8,Bienville Parish,Louisiana
36448,33.2,-93.7,Lafayette County,Arkansas
36449,34.5,-94.0,Polk County,Arkansas
36450,35.9,-93.9,Madison County,Arkansas
36451,37.0,-93.2,Christian County,Missouri
36452,38.0,-92.5,Camden County,Missouri
36453,38.8,-91.4,Warren County,Missouri
36455,20.0,-27.0,Unspecified,Ocean
36456,20.5,-28.0,Unspecified,Ocean
36457,20.8,-28.8,Unspecified,Ocean
36458,21.0,-29.5,Unspecified,Ocean
36459,21.1,-30.5,Unspecified,Ocean
36460,21.3,-32.0,Unspecified,Ocean
36461,21.8,-33.8,Unspecified,Ocean
36462,22.0,-35.2,Unspecified,Ocean
36463,22.5,-37.0,Unspecified,Ocean
36464,23.2,-38.0,Unspecified,Ocean
36465,24.0,-39.0,Unspecified,Ocean
36466,25.0,-40.0,Unspecified,Ocean
36467,25.8,-41.1,Unspecified,Ocean
36468,26.5,-42.0,Unspecified,Ocean
36469,27.3,-43.4,Unspecified,Ocean
36470,28.2,-44.8,Unspecified,Ocean
36471,29.0,-46.0,Unspecified,Ocean
36472,30.0,-47.0,Unspecified,Ocean
36473,30.8,-49.0,Unspecified,Ocean
36474,31.2,-50.2,Unspecified,Ocean
36475,32.0,-52.0,Unspecified,Ocean
36477,11.5,-60.5,Unspecified,Ocean
36478,12.0,-61.2,Unspecified,Ocean
36479,12.4,-62.2,Unspecified,Ocean
36480,12.8,-63.2,Unspecified,Ocean
36481,12.9,-64.1,Unspecified,Ocean
36482,13.1,-65.6,Unspecified,Ocean
36483,13.4,-67.0,Unspecified,Ocean
36484,13.8,-68.5,Unspecified,Ocean
36485,14.0,-70.0,Unspecified,Ocean
36486,14.2,-71.8,Unspecified,Ocean
36488,23.6,-70.8,Unspecified,Ocean
36489,24.0,-70.1,Unspecified,Ocean
36490,24.5,-69.4,Unspecified,Ocean
36491,25.1,-68.0,Unspecified,Ocean
36492,26.0,-66.5,Unspecified,Ocean
36493,26.7,-64.8,Unspecified,Ocean
36494,27.3,-63.1,Unspecified,Ocean
36495,28.1,-61.2,Unspecified,Ocean
36496,28.9,-59.8,Unspecified,Ocean
36497,29.7,-58.0,Unspecified,Ocean
36498,30.2,-56.1,Unspecified,Ocean
36499,30.8,-54.4,Unspecified,Ocean
36500,31.1,-52.4,Unspecified,Ocean
36501,31.5,-50.4,Unspecified,Ocean
36502,31.8,-47.0,Unspecified,Ocean
36503,32.1,-42.5,Unspecified,Ocean
36505,13.3,-23.6,Unspecified,Ocean
36506,13.8,-24.8,Unspecified,Ocean
36507,14.1,-25.9,Unspecified,Ocean
36508,14.3,-27.1,Unspecified,Ocean
36509,14.6,-28.3,Unspecified,Ocean
36510,14.7,-29.6,Unspecified,Ocean
36511,14.9,-31.7,Unspecified,Ocean
36512,15.0,-33.8,Unspecified,Ocean
36513,15.1,-35.9,Unspecified,Ocean
36514,15.4,-38.1,Unspecified,Ocean
36515,15.8,-39.5,Unspecified,Ocean
36516,16.2,-40.9,Unspecified,Ocean
36517,16.6,-42.2,Unspecified,Ocean
36518,17.0,-43.8,Unspecified,Ocean
36519,17.2,-45.1,Unspecified,Ocean
36520,17.4,-46.7,Unspecified,Ocean
36521,17.5,-48.1,Unspecified,Ocean
36522,17.6,-49.8,Unspecified,Ocean
36523,17.7,-51.2,Unspecified,Ocean
36524,17.7,-52.8,Unspecified,Ocean
36525,17.7,-54.2,Unspecified,Ocean
36526,17.7,-55.3,Unspecified,Ocean
36527,17.8,-56.3,Unspecified,Ocean
36528,17.8,-57.1,Unspecified,Ocean
36529,17.8,-58.2,Unspecified,Ocean
36530,18.4,-59.0,Unspecified,Ocean
36531,19.0,-60.2,Unspecified,Ocean
36532,19.7,-61.5,Unspecified,Ocean
36533,20.4,-62.9,Unspecified,Ocean
36534,21.0,-64.2,Unspecified,Ocean
36535,21.5,-65.5,Unspecified,Ocean
36536,21.9,-66.8,Unspecified,Ocean
36537,22.5,-67.9,Unspecified,Ocean
36538,23.2,-69.0,Unspecified,Ocean
36539,24.2,-70.0,Unspecified,Ocean
36540,25.1,-70.9,Unspecified,Ocean
36541,26.1,-72.0,Unspecified,Ocean
36542,26.9,-73.0,Unspecified,Ocean
36543,27.8,-74.0,Unspecified,Ocean
36544,28.9,-75.0,Unspecified,Ocean
36545,30.0,-75.5,Unspecified,Ocean
36546,31.4,-76.2,Unspecified,Ocean
36547,33.2,-76.0,Unspecified,Ocean
36548,35.2,-75.6,Dare County,North Carolina
36549,35.5,-75.5,Dare County,North Carolina
36550,38.4,-74.5,Unspecified,Ocean
36551,40.6,-73.3,Suffolk County,New York
36552,41.9,-72.8,Hartford County,Connecticut
36553,45.5,-70.0,Somerset County,Maine
36554,48.1,-67.8,La Mitis,Québec
36555,49.5,-64.5,Minganie--Basse-Côte-Nord,Québec
36556,50.8,-61.2,Minganie--Basse-Côte-Nord,Québec
36557,51.5,-57.5,Minganie--Basse-Côte-Nord,Québec
36558,52.1,-53.8,Division No. 9,Newfoundland and Labrador
36559,52.4,-50.0,Unspecified,Ocean
36560,52.5,-47.5,Unspecified,Ocean
36561,52.5,-45.0,Unspecified,Ocean
36562,52.5,-42.5,Unspecified,Ocean
36563,52.5,-40.0,Unspecified,Ocean
36564,52.9,-37.9,Unspecified,Ocean
36565,53.3,-35.9,Unspecified,Ocean
36566,53.8,-34.0,Unspecified,Ocean
36567,54.5,-32.0,Unspecified,Ocean
36568,55.5,-30.0,Unspecified,Ocean
36569,56.6,-29.0,Unspecified,Ocean
36571,29.6,-74.3,Unspecified,Ocean
36572,30.5,-74.4,Unspecified,Ocean
36573,31.5,-74.5,Unspecified,Ocean
36574,32.4,-74.6,Unspecified,Ocean
36575,33.3,-74.6,Unspecified,Ocean
36576,34.3,-74.5,Unspecified,Ocean
36577,35.3,-74.3,Unspecified,Ocean
36578,36.0,-74.1,Unspecified,Ocean
36579,36.7,-74.0,Unspecified,Ocean
36580,37.4,-74.0,Unspecified,Ocean
36581,38.2,-74.0,Unspecified,Ocean
36582,39.2,-73.7,Unspecified,Ocean
36583,40.3,-73.0,Unspecified,Ocean
36584,40.8,-72.5,Suffolk County,New York
36585,41.3,-71.8,Washington County,Rhode Island
36587,17.8,-69.2,Unspecified,Ocean
36588,18.5,-70.5,Unspecified,San José de Ocoa
36589,19.8,-71.2,Unspecified,Puerto Plata
36590,21.1,-71.5,Unspecified,Ocean
36591,22.4,-71.2,Unspecified,Ocean
36592,24.1,-71.1,Unspecified,Ocean
36593,25.2,-71.5,Unspecified,Ocean
36594,26.3,-72.0,Unspecified,Ocean
36595,27.3,-72.8,Unspecified,Ocean
36596,27.9,-73.9,Unspecified,Ocean
36597,28.1,-75.2,Unspecified,Ocean
36598,28.2,-76.6,Unspecified,Ocean
36599,29.0,-77.8,Unspecified,Ocean
36600,29.1,-79.2,Unspecified,Ocean
36601,29.6,-80.3,Unspecified,Ocean
36602,30.3,-81.0,Unspecified,Ocean
36603,30.6,-81.4,Nassau County,Florida
36604,30.8,-81.7,Camden County,Georgia
36605,31.3,-81.8,Brantley County,Georgia
36606,31.7,-81.6,Long County,Georgia
36607,31.8,-80.9,Chatham County,Georgia
36608,31.7,-80.6,Unspecified,Ocean
36609,31.6,-80.3,Unspecified,Ocean
36610,31.5,-79.9,Unspecified,Ocean
36611,31.5,-79.5,Unspecified,Ocean
36612,31.7,-79.1,Unspecified,Ocean
36613,32.0,-78.8,Unspecified,Ocean
36614,32.3,-78.4,Unspecified,Ocean
36615,32.6,-78.0,Unspecified,Ocean
36616,32.9,-77.7,Unspecified,Ocean
36617,33.2,-77.1,Unspecified,Ocean
36618,33.5,-76.6,Unspecified,Ocean
36619,33.7,-76.0,Unspecified,Ocean
36620,33.9,-75.2,Unspecified,Ocean
36621,34.7,-74.0,Unspecified,Ocean
36622,35.8,-72.7,Unspecified,Ocean
36624,24.5,-90.5,Unspecified,Ocean
36625,24.2,-91.5,Unspecified,Ocean
36626,23.8,-92.5,Unspecified,Ocean
36627,24.4,-92.8,Unspecified,Ocean
36628,24.6,-92.0,Unspecified,Ocean
36629,25.3,-92.2,Unspecified,Ocean
36630,25.7,-91.5,Unspecified,Ocean
36631,26.4,-91.1,Unspecified,Ocean
36632,27.8,-91.2,Unspecified,Ocean
36633,28.6,-91.5,Unspecified,Ocean
36634,29.4,-92.0,Unspecified,Ocean
36635,29.3,-93.0,Unspecified,Ocean
36636,28.9,-92.5,Unspecified,Ocean
36637,29.0,-91.9,Unspecified,Ocean
36638,29.5,-91.4,St. Mary Parish,Louisiana
36639,29.6,-91.3,St. Mary Parish,Louisiana
36640,30.3,-91.9,St. Martin Parish,Louisiana
36641,30.1,-92.3,Vermilion Parish,Louisiana
36642,29.8,-92.2,Vermilion Parish,Louisiana
36643,29.6,-92.1,Vermilion Parish,Louisiana
36644,29.3,-91.8,Unspecified,Ocean
36645,29.1,-91.3,Unspecified,Ocean
36646,28.9,-90.3,Unspecified,Ocean
36647,29.3,-89.1,Plaquemines Parish,Louisiana
36648,30.3,-87.7,Baldwin County,Alabama
36649,31.8,-87.0,Monroe County,Alabama
36650,33.5,-86.7,Jefferson County,Alabama
36651,35.2,-86.6,Lincoln County,Tennessee
36652,36.8,-87.1,Todd County,Kentucky
36654,21.1,-63.8,Unspecified,Ocean
36655,21.6,-63.9,Unspecified,Ocean
36656,21.7,-64.2,Unspecified,Ocean
36657,21.5,-64.8,Unspecified,Ocean
36658,21.1,-65.3,Unspecified,Ocean
36659,20.7,-66.0,Unspecified,Ocean
36660,20.4,-66.4,Unspecified,Ocean
36661,20.7,-67.3,Unspecified,Ocean
36662,21.1,-68.8,Unspecified,Ocean
36663,21.4,-70.0,Unspecified,Ocean
36664,21.6,-71.8,Unspecified,Ocean
36665,21.6,-73.3,Unspecified,Ocean
36666,21.9,-75.1,Unspecified,Ocean
36667,22.1,-76.8,Unspecified,Ocean
36668,22.1,-78.4,Bolivia,Ciego de Ávila
36669,22.7,-80.2,Quemado de Güines,Villa Clara
36670,23.2,-81.9,Santa Cruz del Norte,Artemisa
36671,23.9,-83.5,Unspecified,Ocean
36672,24.6,-84.5,Unspecified,Ocean
36673,25.2,-85.3,Unspecified,Ocean
36674,26.0,-86.0,Unspecified,Ocean
36675,26.8,-86.5,Unspecified,Ocean
36676,27.5,-86.6,Unspecified,Ocean
36677,28.3,-86.5,Unspecified,Ocean
36678,29.2,-86.1,Unspecified,Ocean
36679,30.0,-85.4,Bay County,Florida
36680,30.2,-85.1,Liberty County,Florida
36681,31.5,-83.5,Tift County,Georgia
36682,32.5,-81.5,Effingham County,Georgia
36683,33.7,-79.2,Georgetown County,South Carolina
36684,34.7,-76.2,Unspecified,Ocean
36685,34.4,-73.5,Unspecified,Ocean
36686,34.0,-72.0,Unspecified,Ocean
36687,33.5,-70.5,Unspecified,Ocean
36689,11.2,-77.0,Unspecified,Ocean
36690,11.1,-77.5,Unspecified,Ocean
36691,11.0,-77.9,Unspecified,Ocean
36692,10.9,-78.3,Unspecified,Ocean
36693,10.6,-78.8,Unspecified,Ocean
36694,10.3,-79.4,Unspecified,Ocean
36695,10.2,-79.8,Unspecified,Ocean
36696,10.0,-80.2,Unspecified,Ocean
36697,9.8,-80.5,Unspecified,Ocean
36698,9.5,-81.0,Unspecified,Ocean
36700,26.2,-75.8,Unspecified,Ocean
36701,27.4,-76.0,Unspecified,Ocean
36702,28.4,-76.4,Unspecified,Ocean
36703,29.1,-77.0,Unspecified,Ocean
36704,29.7,-77.5,Unspecified,Ocean
36705,30.2,-77.8,Unspecified,Ocean
36706,30.7,-78.0,Unspecified,Ocean
36707,31.4,-77.9,Unspecified,Ocean
36708,31.9,-77.8,Unspecified,Ocean
36709,32.8,-76.9,Unspecified,Ocean
36710,33.6,-76.0,Unspecified,Ocean
36711,34.3,-75.0,Unspecified,Ocean
36712,35.2,-73.9,Unspecified,Ocean
36713,36.3,-72.7,Unspecified,Ocean
36714,37.9,-71.0,Unspecified,Ocean
36715,39.6,-68.9,Unspecified,Ocean
36717,25.6,-87.2,Unspecified,Ocean
36718,25.7,-87.8,Unspecified,Ocean
36719,26.0,-88.4,Unspecified,Ocean
36720,26.4,-88.9,Unspecified,Ocean
36721,26.6,-89.5,Unspecified,Ocean
36722,26.7,-90.3,Unspecified,Ocean
36723,26.8,-91.0,Unspecified,Ocean
36724,27.2,-91.7,Unspecified,Ocean
36725,27.7,-92.2,Unspecified,Ocean
36726,28.2,-92.9,Unspecified,Ocean
36727,29.0,-93.7,Unspecified,Ocean
36728,29.6,-94.2,Jefferson County,Texas
36729,29.9,-94.3,Jefferson County,Texas
36730,30.9,-94.7,Polk County,Texas
36731,31.8,-94.7,Nacogdoches County,Texas
36732,32.8,-94.7,Marion County,Texas
36733,33.9,-94.3,Sevier County,Arkansas
36734,34.8,-93.5,Yell County,Arkansas
36735,35.6,-92.5,Van Buren County,Arkansas
36736,36.5,-91.3,Randolph County,Arkansas
36737,37.2,-90.0,Bollinger County,Missouri
36739,24.0,-54.9,Unspecified,Ocean
36740,24.3,-56.1,Unspecified,Ocean
36741,24.6,-57.5,Unspecified,Ocean
36742,24.8,-58.9,Unspecified,Ocean
36743,25.0,-60.0,Unspecified,Ocean
36744,25.5,-61.0,Unspecified,Ocean
36745,26.0,-61.8,Unspecified,Ocean
36746,26.4,-62.3,Unspecified,Ocean
36747,27.0,-63.0,Unspecified,Ocean
36748,27.9,-63.8,Unspecified,Ocean
36749,28.5,-64.2,Unspecified,Ocean
36750,29.4,-64.9,Unspecified,Ocean
36751,30.0,-65.5,Unspecified,Ocean
36752,31.2,-65.3,Unspecified,Ocean
36753,32.0,-65.2,Unspecified,Ocean
36754,33.0,-65.1,Unspecified,Ocean
36755,34.0,-65.0,Unspecified,Ocean
36756,36.0,-63.9,Unspecified,Ocean
36757,37.8,-62.5,Unspecified,Ocean
36758,38.5,-61.0,Unspecified,Ocean
36759,41.2,-59.8,Unspecified,Ocean
36761,24.0,-92.9,Unspecified,Ocean
36762,24.3,-93.9,Unspecified,Ocean
36763,25.1,-94.5,Unspecified,Ocean
36764,25.9,-95.2,Unspecified,Ocean
36765,26.8,-96.0,Unspecified,Ocean
36766,27.2,-97.0,Unspecified,Ocean
36767,28.0,-97.8,Jim Wells County,Texas
36769,30.1,-84.0,Taylor County,Florida
36770,30.8,-84.0,Thomas County,Georgia
36771,31.4,-83.6,Tift County,Georgia
36772,32.0,-83.1,Dodge County,Georgia
36773,32.5,-82.5,Treutlen County,Georgia
36774,32.4,-82.0,Candler County,Georgia
36775,32.3,-81.2,Effingham County,Georgia
36776,32.3,-80.0,Unspecified,Ocean
36777,32.2,-79.0,Unspecified,Ocean
36778,32.2,-78.5,Unspecified,Ocean
36779,32.3,-78.1,Unspecified,Ocean
36780,32.4,-77.9,Unspecified,Ocean
36781,32.6,-77.6,Unspecified,Ocean
36782,32.9,-77.4,Unspecified,Ocean
36783,33.2,-77.1,Unspecified,Ocean
36784,33.7,-76.9,Unspecified,Ocean
36785,34.4,-76.6,Unspecified,Ocean
36786,34.7,-76.5,Carteret County,North Carolina
36787,35.4,-76.2,Hyde County,North Carolina
36788,36.5,-75.8,Currituck County,North Carolina
36789,37.4,-75.2,Unspecified,Ocean
36790,38.2,-74.1,Unspecified,Ocean
36791,39.0,-72.6,Unspecified,Ocean
36792,39.7,-70.9,Unspecified,Ocean
36793,40.4,-69.1,Unspecified,Ocean
36794,40.9,-67.5,Unspecified,Ocean
36795,41.3,-65.8,Shelburne County,Nova Scotia
36796,41.5,-64.0,Shelburne County,Nova Scotia
36797,41.6,-62.5,Shelburne County,Nova Scotia
36798,41.7,-60.2,Unspecified,Ocean
36799,41.7,-58.4,Unspecified,Ocean
36800,41.6,-56.6,Unspecified,Ocean
36801,41.5,-54.8,Unspecified,Ocean
36802,41.4,-53.2,Unspecified,Ocean
36803,41.3,-51.2,Unspecified,Ocean
36804,41.3,-49.4,Unspecified,Ocean
36805,41.3,-47.6,Unspecified,Ocean
36806,41.4,-46.2,Unspecified,Ocean
36807,41.5,-44.8,Unspecified,Ocean
36808,41.8,-43.2,Unspecified,Ocean
36809,42.3,-41.6,Unspecified,Ocean
36810,43.0,-39.6,Unspecified,Ocean
36811,43.9,-37.2,Unspecified,Ocean
36812,44.9,-34.4,Unspecified,Ocean
36813,46.0,-31.6,Unspecified,Ocean
36814,47.0,-28.8,Unspecified,Ocean
36815,48.2,-26.0,Unspecified,Ocean
36816,49.2,-21.6,Unspecified,Ocean
36817,50.0,-16.4,Unspecified,Ocean
36818,50.7,-11.4,Unspecified,Ocean
36819,51.4,-7.2,Unspecified,Ocean
36820,52.2,-4.4,Ceredigion,Ocean
36821,52.9,-2.0,Staffordshire,Ocean
36822,53.6,-0.0,North East Lincolnshire,Ocean
36823,54.3,-2.0,North Yorkshire,Ocean
36824,55.0,-3.7,Dumfries and Galloway,Ocean
36825,55.5,-5.0,North Ayrshire,Ocean
36826,56.0,-5.8,Argyll and Bute,Ocean
36827,56.3,-6.0,Argyll and Bute,Ocean
36828,56.6,-6.0,Highland,Ocean
36829,56.8,-6.0,Highland,Ocean
36830,57.0,-6.0,Highland,Ocean
36831,57.0,-5.5,Highland,Ocean
36832,57.0,-5.0,Highland,Ocean
36833,56.8,-5.0,Highland,Ocean
36834,56.5,-5.0,Argyll and Bute,Ocean
36835,56.2,-6.0,Argyll and Bute,Ocean
36836,56.2,-8.0,Unspecified,Ocean
36838,12.5,-34.5,Unspecified,Ocean
36839,12.8,-35.8,Unspecified,Ocean
36840,13.0,-37.0,Unspecified,Ocean
36841,13.2,-38.2,Unspecified,Ocean
36842,13.3,-39.5,Unspecified,Ocean
36843,13.8,-40.8,Unspecified,Ocean
36844,14.0,-42.0,Unspecified,Ocean
36845,14.2,-43.2,Unspecified,Ocean
36846,14.5,-44.5,Unspecified,Ocean
36847,16.0,-46.0,Unspecified,Ocean
36848,17.0,-47.0,Unspecified,Ocean
36849,18.2,-48.2,Unspecified,Ocean
36850,19.4,-49.7,Unspecified,Ocean
36851,20.8,-50.9,Unspecified,Ocean
36852,21.9,-52.0,Unspecified,Ocean
36853,23.0,-53.0,Unspecified,Ocean
36854,24.0,-54.0,Unspecified,Ocean
36855,26.0,-54.7,Unspecified,Ocean
36856,27.2,-55.2,Unspecified,Ocean
36857,29.0,-55.6,Unspecified,Ocean
36858,30.8,-56.0,Unspecified,Ocean
36860,17.6,-86.2,Unspecified,Ocean
36861,18.0,-87.8,Unspecified,Ocean
36862,18.5,-88.8,Othón P. Blanco,Quintana Roo
36863,19.0,-90.0,Calakmul Municipality,Campeche
36864,19.2,-91.0,Unspecified,Ocean
36865,19.7,-92.0,Unspecified,Ocean
36866,20.0,-93.0,Unspecified,Ocean
36867,20.2,-94.0,Unspecified,Ocean
36868,20.7,-95.0,Unspecified,Ocean
36869,21.1,-96.1,Unspecified,Ocean
36870,21.8,-97.1,Unspecified,Ocean
36871,22.1,-98.0,Pueblo Viejo,Veracruz
36872,22.9,-99.0,Xicoténcatl,Tamaulipas
36874,10.5,-52.0,Unspecified,Ocean
36875,11.0,-54.0,Unspecified,Ocean
36876,11.2,-55.8,Unspecified,Ocean
36877,11.8,-57.5,Unspecified,Ocean
36878,12.2,-59.4,Unspecified,Ocean
36879,12.5,-61.2,Unspecified,Ocean
36880,13.0,-63.0,Unspecified,Ocean
36881,13.4,-64.8,Unspecified,Ocean
36882,13.8,-66.5,Unspecified,Ocean
36883,14.0,-68.5,Unspecified,Ocean
36884,14.5,-70.5,Unspecified,Ocean
36885,14.8,-72.5,Unspecified,Ocean
36886,14.9,-75.5,Unspecified,Ocean
36887,14.8,-78.5,Unspecified,Ocean
36889,21.8,-50.8,Unspecified,Ocean
36890,22.4,-51.6,Unspecified,Ocean
36891,23.2,-52.3,Unspecified,Ocean
36892,24.1,-52.9,Unspecified,Ocean
36893,25.0,-53.4,Unspecified,Ocean
36894,25.6,-53.8,Unspecified,Ocean
36895,26.3,-54.3,Unspecified,Ocean
36896,26.8,-54.8,Unspecified,Ocean
36897,27.2,-55.4,Unspecified,Ocean
36898,28.1,-55.5,Unspecified,Ocean
36899,28.8,-55.3,Unspecified,Ocean
36900,29.5,-54.9,Unspecified,Ocean
36901,30.1,-54.7,Unspecified,Ocean
36902,30.4,-53.8,Unspecified,Ocean
36903,30.5,-53.1,Unspecified,Ocean
36904,30.6,-52.4,Unspecified,Ocean
36905,30.6,-51.7,Unspecified,Ocean
36906,30.4,-51.1,Unspecified,Ocean
36907,30.0,-50.6,Unspecified,Ocean
36908,29.6,-50.1,Unspecified,Ocean
36909,29.2,-49.6,Unspecified,Ocean
36910,29.0,-49.0,Unspecified,Ocean
36911,28.7,-48.5,Unspecified,Ocean
36912,29.1,-48.9,Unspecified,Ocean
36913,29.5,-49.3,Unspecified,Ocean
36914,29.9,-49.9,Unspecified,Ocean
36915,30.6,-50.3,Unspecified,Ocean
36916,31.4,-50.9,Unspecified,Ocean
36917,32.6,-50.7,Unspecified,Ocean
36918,34.0,-50.4,Unspecified,Ocean
36919,36.0,-49.6,Unspecified,Ocean
36920,38.3,-48.4,Unspecified,Ocean
36921,41.0,-47.5,Unspecified,Ocean
36922,43.5,-46.3,Unspecified,Ocean
36923,46.2,-44.8,Unspecified,Ocean
36924,49.0,-42.0,Unspecified,Ocean
36925,52.0,-39.5,Unspecified,Ocean
36926,56.0,-34.0,Unspecified,Ocean
36928,22.8,-62.8,Unspecified,Ocean
36929,23.5,-62.9,Unspecified,Ocean
36930,23.9,-62.9,Unspecified,Ocean
36931,24.4,-62.8,Unspecified,Ocean
36932,24.8,-62.7,Unspecified,Ocean
36933,25.8,-62.1,Unspecified,Ocean
36934,27.0,-61.0,Unspecified,Ocean
36935,27.8,-59.6,Unspecified,Ocean
36936,28.5,-58.7,Unspecified,Ocean
36937,29.1,-58.2,Unspecified,Ocean
36938,29.7,-58.0,Unspecified,Ocean
36939,30.4,-57.9,Unspecified,Ocean
36940,31.1,-57.9,Unspecified,Ocean
36942,21.2,-68.5,Unspecified,Ocean
36943,21.5,-69.0,Unspecified,Ocean
36944,22.0,-69.5,Unspecified,Ocean
36945,22.6,-69.5,Unspecified,Ocean
36946,23.3,-69.3,Unspecified,Ocean
36947,24.0,-69.0,Unspecified,Ocean
36948,24.6,-68.8,Unspecified,Ocean
36949,25.3,-69.0,Unspecified,Ocean
36950,26.0,-69.4,Unspecified,Ocean
36951,25.7,-69.4,Unspecified,Ocean
36952,26.5,-68.8,Unspecified,Ocean
36953,26.8,-69.6,Unspecified,Ocean
36954,26.1,-69.9,Unspecified,Ocean
36955,25.8,-69.6,Unspecified,Ocean
36956,25.4,-69.7,Unspecified,Ocean
36957,25.3,-70.1,Unspecified,Ocean
36958,25.3,-70.8,Unspecified,Ocean
36959,25.3,-71.7,Unspecified,Ocean
36960,25.4,-72.5,Unspecified,Ocean
36961,25.5,-73.3,Unspecified,Ocean
36962,25.6,-74.1,Unspecified,Ocean
36963,25.7,-75.0,Unspecified,Ocean
36964,25.8,-75.7,Unspecified,Ocean
36965,25.8,-76.5,Unspecified,Ocean
36966,25.9,-77.3,Unspecified,South Abaco
36967,25.8,-78.5,Unspecified,Ocean
36968,25.3,-79.4,Unspecified,Ocean
36969,24.7,-80.2,Unspecified,Ocean
36970,24.6,-80.6,Unspecified,Ocean
36971,24.5,-81.0,Unspecified,Ocean
36972,24.4,-81.7,Unspecified,Ocean
36974,26.3,-93.6,Unspecified,Ocean
36975,27.3,-94.0,Unspecified,Ocean
36976,28.4,-94.4,Unspecified,Ocean
36977,29.5,-94.5,Galveston County,Texas
36978,30.5,-94.5,Hardin County,Texas
36979,31.3,-94.1,San Augustine County,Texas
36980,31.8,-93.5,Sabine Parish,Louisiana
36981,32.3,-92.7,Jackson Parish,Louisiana
36982,32.3,-91.8,Richland Parish,Louisiana
36983,32.2,-91.2,Tensas Parish,Louisiana
36984,32.1,-90.6,Hinds County,Mississippi
36985,32.0,-90.2,Simpson County,Mississippi
36986,32.0,-89.7,Simpson County,Mississippi
36987,32.0,-89.3,Jasper County,Mississippi
36988,31.9,-88.8,Clarke County,Mississippi
36989,31.8,-88.4,Choctaw County,Alabama
36990,31.7,-88.0,Clarke County,Alabama
36991,31.5,-87.7,Clarke County,Alabama
36992,31.3,-87.4,Monroe County,Alabama
36993,31.1,-87.1,Escambia County,Alabama
36994,30.8,-86.8,Santa Rosa County,Florida
36995,30.6,-86.6,Okaloosa County,Florida
36996,30.3,-86.3,Walton County,Florida
36997,30.0,-86.0,Unspecified,Ocean
36998,29.8,-85.6,Unspecified,Ocean
36999,29.7,-85.0,Franklin County,Florida
37000,29.8,-84.5,Franklin County,Florida
37001,30.2,-84.0,Jefferson County,Florida
37002,30.5,-83.7,Madison County,Florida
37003,30.9,-83.2,Lowndes County,Georgia
37004,31.4,-82.9,Atkinson County,Georgia
37005,31.8,-82.3,Appling County,Georgia
37007,34.3,-77.5,Unspecified,Ocean
37008,33.8,-76.7,Unspecified,Ocean
37009,33.0,-76.0,Unspecified,Ocean
37010,32.0,-75.6,Unspecified,Ocean
37011,31.0,-75.2,Unspecified,Ocean
37012,30.0,-75.0,Unspecified,Ocean
37013,29.0,-75.1,Unspecified,Ocean
37014,28.1,-75.4,Unspecified,Ocean
37015,27.2,-75.8,Unspecified,Ocean
37016,26.3,-76.3,Unspecified,Ocean
37017,25.5,-76.9,Unspecified,North Eleuthera
37018,25.0,-78.0,Unspecified,North Andros
37019,26.2,-78.2,Unspecified,Ocean
37020,27.2,-77.2,Unspecified,Ocean
37021,28.3,-75.7,Unspecified,Ocean
37022,29.4,-74.4,Unspecified,Ocean
37023,30.7,-73.2,Unspecified,Ocean
37024,31.4,-72.3,Unspecified,Ocean
37025,32.0,-71.0,Unspecified,Ocean
37026,32.4,-69.7,Unspecified,Ocean
37027,32.6,-68.3,Unspecified,Ocean
37028,32.9,-67.0,Unspecified,Ocean
37029,33.0,-65.5,Unspecified,Ocean
37030,33.0,-64.5,Unspecified,Ocean
37031,33.0,-63.6,Unspecified,Ocean
37032,32.9,-62.8,Unspecified,Ocean
37033,32.8,-62.3,Unspecified,Ocean
37034,32.6,-61.8,Unspecified,Ocean
37035,32.4,-61.3,Unspecified,Ocean
37036,32.2,-60.8,Unspecified,Ocean
37037,31.7,-60.3,Unspecified,Ocean
37038,31.3,-60.0,Unspecified,Ocean
37039,30.9,-59.6,Unspecified,Ocean
37040,30.5,-59.3,Unspecified,Ocean
37041,30.2,-59.0,Unspecified,Ocean
37042,29.9,-58.7,Unspecified,Ocean
37043,29.8,-58.2,Unspecified,Ocean
37044,29.8,-57.8,Unspecified,Ocean
37045,29.9,-57.3,Unspecified,Ocean
37046,30.2,-56.8,Unspecified,Ocean
37047,30.9,-56.2,Unspecified,Ocean
37048,31.5,-55.7,Unspecified,Ocean
37049,32.4,-54.7,Unspecified,Ocean
37050,33.3,-53.5,Unspecified,Ocean
37051,34.0,-52.2,Unspecified,Ocean
37052,34.8,-50.8,Unspecified,Ocean
37053,35.4,-49.5,Unspecified,Ocean
37054,35.5,-47.5,Unspecified,Ocean
37055,35.0,-46.0,Unspecified,Ocean
37056,34.5,-44.5,Unspecified,Ocean
